conf:
                      batch_size: 20
                    bg_thresh_hi: 0.3000
                    bg_thresh_lo: 0
                       bg_weight: 1
         drop_boxes_runoff_image: 1
                     feat_stride: 4
                     fg_fraction: 0.5000
                       fg_thresh: 0.5000
                     image_means: [1x1x3 single]
                   ims_per_batch: 2
                        max_size: 512
                 max_test_length: 3008
                 min_test_length: 64
                        rng_seed: 6
                          scales: 512
                  target_only_gt: 1
                     test_binary: 0
    test_drop_boxes_runoff_image: 0
                   test_max_size: 512
             test_min_box_height: 8
               test_min_box_size: 8
                        test_nms: 0.5000
                test_scale_range: [0.5000 1 2]
                     test_scales: 512
                     use_flipped: 0
                         use_gpu: 1
                        exp_name: 'old_conv3_s4'
                output_width_map: [1x1 containers.Map]
               output_height_map: [1x1 containers.Map]
                         anchors: [5 5 12 12]

opts:
                 cache_name: 'widerface_VGG16_stage1_rpn'
                       conf: [1x1 struct]
                     do_val: 1
    empty_image_sample_step: 1
                   exp_name: 'old_conv3_s4'
                 imdb_train: {[1x1 struct]}
                   imdb_val: [1x1 struct]
                   net_file: 'D:\RPN_BF_master\models\VGG16_widerface\pre_trained_models\vgg_16layers\v…'
                roidb_train: {[1x1 struct]}
                  roidb_val: [1x1 struct]
          snapshot_interval: 2000
            solver_def_file: 'D:\RPN_BF_master\models\VGG16_widerface\rpn_prototxts\vgg_leave\solver_30…'
               val_interval: 2000
                  val_iters: 1000

Preparing training data...Done.
Preparing validation data...Done.
Iter 1, Image 3086, 1880: 1.3 Hz, accuarcy = 0.5712, loss_bbox = 0.0000, loss_cls = 0.6918, accuracy_fg = 0.0000, accuracy_bg = 0.6000, 
Iter 422, Image 66, 10237: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0247, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 423, Image 7381, 10996: 1.6 Hz, accuarcy = 0.9997, loss_bbox = 0.0005, loss_cls = 1.3414, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 424, Image 7495, 10719: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0204, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 425, Image 3900, 1908: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0011, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 426, Image 10809, 10137: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0051, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 427, Image 9305, 2838: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.3774, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 428, Image 6880, 2143: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0392, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 429, Image 9055, 6924: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0164, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 430, Image 1536, 8892: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0053, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 431, Image 6236, 3012: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0096, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 432, Image 2560, 3209: 1.6 Hz, accuarcy = 0.9995, loss_bbox = 0.0002, loss_cls = 0.2734, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 433, Image 1564, 4665: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0129, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 434, Image 1173, 3694: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0441, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 435, Image 1784, 1396: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0675, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 436, Image 10639, 5586: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.3073, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 437, Image 3098, 6260: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0518, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 438, Image 7619, 8698: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0656, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 439, Image 11287, 1185: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0427, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 440, Image 4754, 2997: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0155, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 441, Image 4155, 10382: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0223, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 442, Image 3013, 9760: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0161, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 443, Image 5534, 3440: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0457, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 444, Image 2677, 6186: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0002, loss_cls = 0.2061, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 445, Image 6014, 6152: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0100, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 446, Image 945, 692: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0405, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 447, Image 9949, 3480: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0025, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 448, Image 5292, 5382: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0015, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 449, Image 10169, 4822: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4083, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 450, Image 10976, 6353: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0119, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 451, Image 1001, 7521: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0045, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 452, Image 546, 2446: 1.8 Hz, accuarcy = 0.9996, loss_bbox = 0.0002, loss_cls = 0.2917, accuracy_fg = 0.2000, accuracy_bg = 1.0000, 
Iter 453, Image 1203, 3223: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0428, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 454, Image 5030, 10511: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0305, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 455, Image 11226, 2857: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0611, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 456, Image 8724, 4417: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0104, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 457, Image 9657, 3787: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0154, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 458, Image 2488, 8927: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.2050, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 459, Image 5829, 7725: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0019, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 460, Image 7147, 7430: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0236, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 461, Image 6885, 10335: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0077, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 462, Image 11839, 1090: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.3086, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 463, Image 1208, 11754: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0478, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 464, Image 11545, 6901: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0037, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 465, Image 10619, 1614: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0147, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 466, Image 4887, 1889: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0020, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 467, Image 566, 6805: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.5753, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 468, Image 630, 10302: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0054, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 469, Image 7391, 401: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.1492, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 470, Image 5527, 5188: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0608, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 471, Image 11321, 9969: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0181, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 472, Image 435, 7344: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0169, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 473, Image 10468, 11382: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0060, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 474, Image 11881, 1811: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0160, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 475, Image 3233, 2256: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0217, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 476, Image 6049, 11317: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0116, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 477, Image 5870, 5487: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0026, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 478, Image 8622, 8687: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0194, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 479, Image 4698, 1697: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0108, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 480, Image 8116, 4880: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.1144, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 481, Image 7722, 8064: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0052, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 482, Image 1846, 3434: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0137, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 483, Image 10763, 7293: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0123, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 484, Image 6811, 9698: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0083, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 485, Image 9057, 3263: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0333, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 486, Image 1429, 9802: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.2829, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 487, Image 1331, 9688: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0597, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 488, Image 4352, 4336: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0210, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 489, Image 9947, 5815: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0084, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 490, Image 6503, 4264: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0250, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 491, Image 9123, 7865: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0136, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 492, Image 3553, 2582: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0161, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 493, Image 11420, 4499: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0150, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 494, Image 10896, 6648: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0076, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 495, Image 10694, 3665: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0075, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 496, Image 4328, 1581: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0195, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 497, Image 328, 4957: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0413, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 498, Image 8355, 9492: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0015, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 499, Image 1320, 8979: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0065, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 500, Image 502, 2611: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0004, loss_cls = 0.4567, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 501, Image 11239, 5726: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0172, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 502, Image 11080, 3000: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0096, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 503, Image 7227, 1142: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0019, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 504, Image 1873, 2615: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0210, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 505, Image 6409, 4892: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0035, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 506, Image 11409, 6582: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0029, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 507, Image 5202, 2622: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0015, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 508, Image 1092, 10827: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0102, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 509, Image 4946, 7882: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0174, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 510, Image 5925, 1805: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0057, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 511, Image 3097, 285: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0187, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 512, Image 6398, 5043: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0221, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 513, Image 8501, 4177: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4689, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 514, Image 2058, 8310: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0017, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 515, Image 4368, 11539: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0142, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 516, Image 2236, 9809: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0046, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 517, Image 651, 1708: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0043, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 518, Image 7922, 4654: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0035, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 519, Image 2845, 11310: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0579, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 520, Image 2141, 11853: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0042, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 521, Image 6816, 6271: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0326, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 522, Image 6652, 191: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0180, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 523, Image 8045, 5409: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0080, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 524, Image 1519, 8418: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0160, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 525, Image 2484, 5548: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.6271, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 526, Image 2992, 195: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.1448, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 527, Image 11396, 8430: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0067, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 528, Image 9339, 2814: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0031, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 529, Image 6163, 463: 1.7 Hz, accuarcy = 0.9996, loss_bbox = 0.0005, loss_cls = 0.8304, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 530, Image 4768, 6025: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0049, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 531, Image 624, 8678: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0274, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 532, Image 6494, 419: 1.6 Hz, accuarcy = 0.9994, loss_bbox = 0.0002, loss_cls = 0.3235, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 533, Image 3016, 7: 1.7 Hz, accuarcy = 0.9982, loss_bbox = 0.0002, loss_cls = 0.2364, accuracy_fg = 0.4000, accuracy_bg = 1.0000, 
Iter 534, Image 3184, 9222: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0325, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 535, Image 8169, 4093: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.3456, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 536, Image 1483, 845: 1.8 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0652, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 537, Image 1390, 10091: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0281, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 538, Image 925, 933: 1.8 Hz, accuarcy = 0.9977, loss_bbox = 0.0001, loss_cls = 0.1308, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 539, Image 8665, 261: 1.6 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.1273, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 540, Image 5833, 7693: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0139, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 541, Image 10487, 9277: 1.7 Hz, accuarcy = 0.9994, loss_bbox = 0.0000, loss_cls = 0.0749, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 542, Image 268, 8569: 1.6 Hz, accuarcy = 0.9987, loss_bbox = 0.0002, loss_cls = 0.1618, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 543, Image 7585, 5214: 1.0 Hz, accuarcy = 0.9984, loss_bbox = 0.0003, loss_cls = 0.2758, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 544, Image 3349, 4217: 1.8 Hz, accuarcy = 0.9986, loss_bbox = 0.0003, loss_cls = 0.1754, accuracy_fg = 1.0000, accuracy_bg = 1.0000, 
Iter 545, Image 1606, 2010: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0016, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 546, Image 11063, 4507: 1.8 Hz, accuarcy = 0.9974, loss_bbox = 0.0004, loss_cls = 0.2750, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 547, Image 2987, 115: 1.7 Hz, accuarcy = 0.9971, loss_bbox = 0.0005, loss_cls = 0.3950, accuracy_fg = 0.1111, accuracy_bg = 1.0000, 
Iter 548, Image 7833, 8360: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0206, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 549, Image 6632, 5915: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0376, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 550, Image 425, 10908: 1.7 Hz, accuarcy = 0.9958, loss_bbox = 0.0003, loss_cls = 0.2893, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 551, Image 6967, 1072: 1.7 Hz, accuarcy = 0.9960, loss_bbox = 0.0003, loss_cls = 0.2738, accuracy_fg = 0.6000, accuracy_bg = 1.0000, 
Iter 552, Image 10324, 6753: 1.7 Hz, accuarcy = 0.9991, loss_bbox = 0.0000, loss_cls = 0.0714, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 553, Image 8770, 2109: 1.6 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.0127, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 554, Image 3239, 9581: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0449, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 555, Image 3007, 9682: 1.7 Hz, accuarcy = 0.9968, loss_bbox = 0.0000, loss_cls = 0.0829, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 556, Image 8822, 1753: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0431, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 557, Image 6787, 11820: 1.6 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.0150, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 558, Image 597, 6458: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0182, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 559, Image 7454, 9093: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0100, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 560, Image 8031, 2646: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0020, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 561, Image 7320, 1635: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0170, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 562, Image 6138, 2317: 1.7 Hz, accuarcy = 0.9973, loss_bbox = 0.0003, loss_cls = 0.3078, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 563, Image 1951, 11869: 1.6 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.0426, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 564, Image 11354, 8863: 1.6 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0307, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
